startdate,eventid,domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,vstid,pointid,stemdistance,stemazimuth,supportingstemtagid,previouslytaggedas,taxonid,identificationqualifier,remarks,measuredby,recordedby
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00990A,NEON.PLA.D03.JERC.00990A,,41,13.4,266.6,,,TIAM,,,rmoritz@field-ops.org,dbyerley@field-ops.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00991,NEON.PLA.D03.JERC.00991,VST.JERC.00991.2014,41,13.5,275.3,,,QUMA6,cf. species,,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00992,NEON.PLA.D03.JERC.00992,VST.JERC.00992.2014,41,15.8,274.6,,,QUMA6,cf. species,lia on tree. Tag at 130 measured at 140 20180124.,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00993,NEON.PLA.D03.JERC.00993,VST.JERC.00993.2014,41,8.2,283.2,,,SAAL5,,tox on tree; tag located at 132 cm. Tag at 130 measured at 140 20180124.,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00994,NEON.PLA.D03.JERC.00994,,41,5.1,290.2,,,QUHE2,,tox on tree,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00995,NEON.PLA.D03.JERC.00995,,41,6.9,313,,,QUHE2,,tox on tree,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00996,NEON.PLA.D03.JERC.00996,VST.JERC.00996.2014,41,10.5,291.5,,,QUHE2,,tag located at 131 cm. Tag missing and replaced with same tag id 20180124.,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00997,NEON.PLA.D03.JERC.00997,VST.JERC.00997.2014,41,12.9,289,,,ACFL,,,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00997A,NEON.PLA.D03.JERC.00997A,,41,12.6,288.9,,,ACFL,,was rettagged; an old nail without the original tag was found,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00998,NEON.PLA.D03.JERC.00998,VST.JERC.00998.2014,41,21.9,312.2,,,PRSE2,,Tag at 130 measured at 140 20180124.,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,00999,NEON.PLA.D03.JERC.00999,VST.JERC.00999.2014,41,9.2,319,,,QUHE2,,Tag at 130 measured at 140 20180124.,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-11-12,vst_JERC_2014,D03,JERC,JERC_054,39,,01000,NEON.PLA.D03.JERC.01000,,41,10.4,310.2,,,QUHE2,,,jkilmer@field-ops.org,mkerstein@neoninc.org
2014-08-19,vst_JERC_2014,D03,JERC,JERC_003,40,,01001,NEON.PLA.D03.JERC.01001,,,,,,,CAGL8,,Removing reference to nested subplot 1 due to incorrect use of nested subplot.,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-19,vst_JERC_2014,D03,JERC,JERC_003,40,,01002,NEON.PLA.D03.JERC.01002,,,,,,,LIST2,,,dbyerley@field-ops.org,smcknight@field-ops.org
2014-08-19,vst_JERC_2014,D03,JERC,JERC_003,40,,01003,NEON.PLA.D03.JERC.01003,,,,,,,PIPA2,,,dbyerley@field-ops.org,smcknight@field-ops.org
2014-08-19,vst_JERC_2014,D03,JERC,JERC_003,40,,01004,NEON.PLA.D03.JERC.01004,,,,,,,QUHE2,,,dbyerley@field-ops.org,smcknight@field-ops.org
2014-08-19,vst_JERC_2014,D03,JERC,JERC_003,40,,01005,NEON.PLA.D03.JERC.01005,,,,,,,PIPA2,,,dbyerley@field-ops.org,smcknight@field-ops.org
2014-08-19,vst_JERC_2014,D03,JERC,JERC_003,40,,01006,NEON.PLA.D03.JERC.01006,,49,5.3,129.6,,,ASAN6,,,dbyerley@field-ops.org,smcknight@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01008,NEON.PLA.D03.JERC.01008,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01009,NEON.PLA.D03.JERC.01009,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01010,NEON.PLA.D03.JERC.01010,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01011,NEON.PLA.D03.JERC.01011,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01013,NEON.PLA.D03.JERC.01013,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01014,NEON.PLA.D03.JERC.01014,,,,,,,SAAL5,,no transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01015,NEON.PLA.D03.JERC.01015,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01016,NEON.PLA.D03.JERC.01016,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01017,NEON.PLA.D03.JERC.01017,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01018,NEON.PLA.D03.JERC.01018,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01019,NEON.PLA.D03.JERC.01019,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,2,01020,NEON.PLA.D03.JERC.01020,,,,,,,RHCO17,,subplot ID probably 32 corrected on data sheet,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,4,01021,NEON.PLA.D03.JERC.01021,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,4,01022,NEON.PLA.D03.JERC.01022,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,4,01023,NEON.PLA.D03.JERC.01023,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,4,01024,NEON.PLA.D03.JERC.01024,,,,,,,CELA,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,4,01025,NEON.PLA.D03.JERC.01025,,,,,,,CELA,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,4,01027,NEON.PLA.D03.JERC.01027,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01028,NEON.PLA.D03.JERC.01028,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01029,NEON.PLA.D03.JERC.01029,,,,,,,SAAL5,,no transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01030,NEON.PLA.D03.JERC.01030,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01031,NEON.PLA.D03.JERC.01031,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01032,NEON.PLA.D03.JERC.01032,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01033,NEON.PLA.D03.JERC.01033,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01034,NEON.PLA.D03.JERC.01034,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01035,NEON.PLA.D03.JERC.01035,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,41,1,01036,NEON.PLA.D03.JERC.01036,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,40,3,01037,NEON.PLA.D03.JERC.01037,,,,,,,RHCO17,,no transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,40,3,01038,NEON.PLA.D03.JERC.01038,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,31,1,01039,NEON.PLA.D03.JERC.01039,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,31,1,01040,NEON.PLA.D03.JERC.01040,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,,01041,NEON.PLA.D03.JERC.01041,VST.JERC.01041.2014,,,,,,DIVI5,,Nested subplot recorded as 1 in 2014. Tag not found 20180228,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_001,32,,01042,NEON.PLA.D03.JERC.01042,VST.JERC.01042.2014,,,,,,RHCO,,"Nested subplot recorded as 1 in 2014.
Tag not found 20180228",jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,,01043,NEON.PLA.D03.JERC.01043,VST.JERC.01043.2014,41,10,235.7,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01044,NEON.PLA.D03.JERC.01044,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01045,NEON.PLA.D03.JERC.01045,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01046,NEON.PLA.D03.JERC.01046,,,,,,,SAAL5,,No transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01047,NEON.PLA.D03.JERC.01047,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01048,NEON.PLA.D03.JERC.01048,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01049,NEON.PLA.D03.JERC.01049,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01050,NEON.PLA.D03.JERC.01050,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,1,01051,NEON.PLA.D03.JERC.01051,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,4,01052,NEON.PLA.D03.JERC.01052,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,4,01053,NEON.PLA.D03.JERC.01053,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,4,01054,NEON.PLA.D03.JERC.01054,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,4,01055,NEON.PLA.D03.JERC.01055,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,31,4,01056,NEON.PLA.D03.JERC.01056,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,40,,01057,NEON.PLA.D03.JERC.01057,,41,4.7,300.4,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,40,1,01058,NEON.PLA.D03.JERC.01058,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,40,1,01059,NEON.PLA.D03.JERC.01059,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,40,1,01060,NEON.PLA.D03.JERC.01060,,,,,,,SAAL5,,No transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,40,3,01061,NEON.PLA.D03.JERC.01061,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,41,1,01062,NEON.PLA.D03.JERC.01062,,41,1,88.1,,,QUST,,No pointID recorded. Measurements place it at point ID 41.,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,41,4,01063,NEON.PLA.D03.JERC.01063,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,41,4,01064,NEON.PLA.D03.JERC.01064,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,32,2,01065,NEON.PLA.D03.JERC.01065,,,,,,,QULA2,,No transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,32,4,01066,NEON.PLA.D03.JERC.01066,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,32,,01067,NEON.PLA.D03.JERC.01067,,41,1.9,97.1,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,32,4,01068,NEON.PLA.D03.JERC.01068,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-20,vst_JERC_2014,D03,JERC,JERC_010,32,4,01069,NEON.PLA.D03.JERC.01069,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-21,vst_JERC_2014,D03,JERC,JERC_009,41,1,01072,NEON.PLA.D03.JERC.01072,,,,,,,PIPA2,,Date sheet True pulse ID # is not correct,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-21,vst_JERC_2014,D03,JERC,JERC_009,31,1,01086,NEON.PLA.D03.JERC.01086,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-21,vst_JERC_2014,D03,JERC,JERC_009,31,1,01087,NEON.PLA.D03.JERC.01087,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-21,vst_JERC_2014,D03,JERC,JERC_009,31,1,01088,NEON.PLA.D03.JERC.01088,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-21,vst_JERC_2014,D03,JERC,JERC_009,31,4,01090,NEON.PLA.D03.JERC.01090,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-21,vst_JERC_2014,D03,JERC,JERC_009,32,2,01097,NEON.PLA.D03.JERC.01097,,,,,,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01101,NEON.PLA.D03.JERC.01101,,,,,,,RHCO,,no transcription errors,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01102,NEON.PLA.D03.JERC.01102,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01103,NEON.PLA.D03.JERC.01103,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01104,NEON.PLA.D03.JERC.01104,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01105,NEON.PLA.D03.JERC.01105,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01106,NEON.PLA.D03.JERC.01106,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01107,NEON.PLA.D03.JERC.01107,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01108,NEON.PLA.D03.JERC.01108,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,1,01110,NEON.PLA.D03.JERC.01110,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,4,01111,NEON.PLA.D03.JERC.01111,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,4,01112,NEON.PLA.D03.JERC.01112,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,4,01115,NEON.PLA.D03.JERC.01115,,,,,,,CAGL8,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,31,,01116,NEON.PLA.D03.JERC.01116,,41,5.2,239.3,,,PIPA2,,dead,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,2,01120,NEON.PLA.D03.JERC.01120,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,2,01123,NEON.PLA.D03.JERC.01123,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01124,NEON.PLA.D03.JERC.01124,,,,,,,RHCO,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01125,NEON.PLA.D03.JERC.01125,,,,,,,RHCO,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01126,NEON.PLA.D03.JERC.01126,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01127,NEON.PLA.D03.JERC.01127,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01130,NEON.PLA.D03.JERC.01130,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01132,NEON.PLA.D03.JERC.01132,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,32,4,01136,NEON.PLA.D03.JERC.01136,,,,,,,RHCO,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,40,1,01141,NEON.PLA.D03.JERC.01141,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,40,1,01142,NEON.PLA.D03.JERC.01142,,,,,,,QUST,cf. species,,jkilmer@field-ops.org,tantony@field-ops.org
2014-09-04,vst_JERC_2014,D03,JERC,JERC_029,40,1,01144,NEON.PLA.D03.JERC.01144,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-09-04,vst_JERC_2014,D03,JERC,JERC_029,40,3,01145,NEON.PLA.D03.JERC.01145,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-09-04,vst_JERC_2014,D03,JERC,JERC_029,40,3,01147,NEON.PLA.D03.JERC.01147,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-09-04,vst_JERC_2014,D03,JERC,JERC_029,40,3,01148,NEON.PLA.D03.JERC.01148,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,40,3,01149,NEON.PLA.D03.JERC.01149,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,40,3,01150,NEON.PLA.D03.JERC.01150,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,40,3,01151,NEON.PLA.D03.JERC.01151,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,41,1,01153,NEON.PLA.D03.JERC.01153,,,,,,,CAGL8,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,41,1,01154,NEON.PLA.D03.JERC.01154,,,,,,,CAGL8,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,41,1,01156,NEON.PLA.D03.JERC.01156,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,41,1,01162,NEON.PLA.D03.JERC.01162,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-26,vst_JERC_2014,D03,JERC,JERC_029,41,4,01165,NEON.PLA.D03.JERC.01165,,,,,,,QULA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01206,NEON.PLA.D03.JERC.01206,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01207,NEON.PLA.D03.JERC.01207,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01208,NEON.PLA.D03.JERC.01208,,,,,31,,SAAL5,,No transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01209,NEON.PLA.D03.JERC.01209,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01210,NEON.PLA.D03.JERC.01210,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,4,01212,NEON.PLA.D03.JERC.01212,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01214,NEON.PLA.D03.JERC.01214,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01215,NEON.PLA.D03.JERC.01215,,,,,31,,SAAL5,,No transcription errors found,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01218,NEON.PLA.D03.JERC.01218,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01219,NEON.PLA.D03.JERC.01219,,,,,31,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01220,NEON.PLA.D03.JERC.01220,,,,,31,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01222,NEON.PLA.D03.JERC.01222,,,,,31,,RHCO17,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01223,NEON.PLA.D03.JERC.01223,,,,,31,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,1,01224,NEON.PLA.D03.JERC.01224,,,,,,,SAAL5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,,01225,NEON.PLA.D03.JERC.01225,,41,8.1,212.5,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01226,NEON.PLA.D03.JERC.01226,,,,,31,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,4,01227,NEON.PLA.D03.JERC.01227,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,,,01228,NEON.PLA.D03.JERC.01228,,,,,31,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,4,01229,NEON.PLA.D03.JERC.01229,,,,,,,DIVI5,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,4,01230,NEON.PLA.D03.JERC.01230,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,40,1,01231,NEON.PLA.D03.JERC.01231,,,,,,,QUST,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,1,01238,NEON.PLA.D03.JERC.01238,,41,9.7,223.8,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
2014-08-27,vst_JERC_2014,D03,JERC,JERC_013,31,1,01239,NEON.PLA.D03.JERC.01239,,,,,,,PIPA2,,,jkilmer@field-ops.org,tantony@field-ops.org
