siteID,plotID,date,subplotID,nestedSubplotID,tagID,stemDiameter,measurementHeight,basalDiameter,basalDiameterHeight,growthForm,stemStatus,VD1height,VD2height,maxCanopyDiameter,ninetyCanopyDiameter,canopyPosition,shrubShape,maxBaseCanopyDiameter,ninetyBaseCanopyDiameter,measuredBy,recordedBy,remarks
JERC,JERC_050,20150824,21,4,2328,1.2,10,,,sap,1,1.4,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,VACCINIUM ARBOREUM
JERC,JERC_051,20150901,21,1,3252,1.8,10,,,sms,1,1.7,0,1.3,1.3,4,cyl,,,jshaffer@field-ops.org,dbyerley@field-ops.org,no transcription errors
JERC,JERC_051,20150901,21,1,3254,2.2,10,,,sms,1,1.8,0,1.6,1.6,4,cyl,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3255,1.7,10,,,sap,1,1.7,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3257,1.8,10,,,sap,1,1.6,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3258,1.3,10,,,sap,1,1.3,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3259,1.2,10,,,sap,1,1.3,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3260,1.7,10,,,sap,1,1.8,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3261,2,10,,,sap,1,1.5,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,no transcription errors
JERC,JERC_051,20150901,21,1,3262,1.1,130,,,smt,1,2.1,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3264,1,130,,,smt,1,2.2,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,3265,2.1,10,,,sms,1,1.7,0,1.8,1.8,4,cyl,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_052,20150827,21,1,4513,1.2,10,,,sap,2,1.3,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4515,1.2,10,,,sap,2,1.4,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4518,1.1,10,,,sap,6,1.2,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,no transcription errors
JERC,JERC_052,20150827,21,1,4519,1.1,10,,,sap,2,1.2,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4520,1,10,,,sap,6,1.5,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,transcription error height missing originally
JERC,JERC_052,20150827,21,1,4521,1,10,,,sap,6,1,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org, ;no transcription errors
JERC,JERC_052,20150827,21,1,4522,1.6,10,,,sap,2,1.7,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed ;no transcription errors
JERC,JERC_052,20150827,21,1,4523,1,10,,,sap,2,1.5,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed ;no transcription errors
JERC,JERC_052,20150827,21,1,4524,1.2,10,,,sap,2,0.9,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4526,1.4,10,,,sap,2,0.9,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4527,1.2,10,,,sap,2,0.9,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4528,1.3,10,,,sap,6,1.2,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,no transcription errors
JERC,JERC_052,20150827,21,1,4529,1.1,10,,,sap,2,1.2,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4530,1.5,10,,,sap,6,1.3,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,no transcription errors
JERC,JERC_052,20150827,21,1,4533,1,10,,,sap,2,1.2,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed ;no transcription errors
JERC,JERC_052,20150827,21,1,4534,1.1,10,,,sap,6,1,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,no transcription errors
JERC,JERC_052,20150827,21,1,4535,1,10,,,sap,2,1,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4536,1,10,,,sap,2,1.3,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4538,1.6,10,,,sap,2,1.8,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4540,1.4,10,,,sap,2,1.7,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4541,1.2,10,,,sap,6,1.3,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_052,20150827,21,1,4542,1.5,10,,,sap,2,1.3,0,0,0,,,,,cproia@field-ops.org,jkilmer@field-ops.org,tag removed; no transcription errors
JERC,JERC_057,20150903,23,2,834,3.2,130,,,smt,1,3.2,1.2,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,839,1.3,10,,,sap,1,1.6,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,840,8.9,130,,,smt,1,6,1.1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,841,1.6,10,,,sap,1,2,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,842,1.5,130,,,smt,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,843,1.8,130,,,smt,1,2.5,1.2,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,844,3.8,130,,,smt,1,2.5,1.2,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,no transcription errors
JERC,JERC_057,20150903,23,2,845,1,130,,,sap,1,1.6,0.9,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,846,1,130,,,smt,1,1.2,1.2,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,848,5.7,130,,,smt,1,3.1,1.3,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,4,849,10,130,,,sbt,1,5.3,1.4,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,no transcription errors
JERC,JERC_057,20150903,23,4,850,2.8,130,,,smt,1,2.3,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_050,20150824,21,1,4697,1.2,10,,,sap,6,1.5,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,1,4699,1,10,,,sap,6,1.1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,1,4700,1.2,10,,,sap,2,1.6,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,1,4701,1.36,10,,,sap,2,1.7,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,1,4703,1.1,10,,,sap,2,1.7,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,1,4704,1,130,,,smt,6,2.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4705,1.6,10,,,sap,1,2.2,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4706,1.3,10,,,sap,2,2.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4707,1,130,,,smt,1,2.1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4708,1.9,130,,,smt,1,1.6,0.6,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4713,1.5,10,,,sap,2,1.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4714,1.4,10,,,sap,1,1.5,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4715,1.5,10,,,sap,7,1.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4716,2.1,130,,,smt,7,1.8,0.6,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4717,9,130,,,smt,4,7.1,0.7,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4718,1.2,10,,,sap,6,1.6,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4720,1.1,10,,,sms,6,1.3,0,1.2,1.1,,icn,0.5,0.3,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,4,4721,1,10,,,sms,2,0.7,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150824,21,,4638,50.4,130,,,sbt,1,19.5,1.2,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_051,20150901,21,4,3246,8.7,130,,,smt,1,7.1,1.3,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,4,3247,1.3,130,,,smt,1,1.9,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,4,3248,2.1,10,,,sap,1,1.8,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,4,3249,2,10,,,sms,1,1.8,0,2.1,1.9,4,cyl,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,4,3250,1.1,130,,,sis,1,1.9,0,2.1,1.9,4,ohs,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,4,3251,3.7,10,,,sap,1,0,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,,3244,11.8,130,,,sbt,5,11.4,1.4,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,,3245,5.5,130,,,sbt,1,20,1,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,4,5061,1.1,10,,,sap,1,0.9,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus falcata
JERC,JERC_051,20150901,21,4,5068,1.2,10,,,sap,1,1,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus margaretta
JERC,JERC_051,20150901,21,4,5069,1.2,10,,,sap,1,0.9,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus
JERC,JERC_051,20150901,21,1,3253,1.1,130,,,smt,1,1.7,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus falcata
JERC,JERC_051,20150901,21,4,5078,1.2,10,,,sap,1,1,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus falcata
JERC,JERC_051,20150901,21,4,5079,2.1,10,,,sap,1,1.4,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus laevis
JERC,JERC_051,20150901,21,4,5080,1.2,10,,,sap,1,0.9,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus margetta
JERC,JERC_051,20150901,21,4,5081,1.1,10,,,sap,1,1,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus hemispherica
JERC,JERC_051,20150901,21,4,5082,1.1,10,,,sap,1,0.9,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus margaretta
JERC,JERC_051,20150901,21,4,5083,1.2,10,,,sap,1,0.7,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus margaretta
JERC,JERC_051,20150901,21,4,5084,2.2,10,,,sap,1,1.5,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus margaretta
JERC,JERC_051,20150901,21,4,5085,1.9,10,,,sap,1,1.5,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus margaretta
JERC,JERC_051,20150901,21,4,5086,1.5,10,,,sap,1,1.2,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus incana
JERC,JERC_051,20150901,21,4,5087,1.7,10,,,sms,1,1.7,0,2.1,1.5,5,ohs,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus falcata
JERC,JERC_051,20150901,21,4,5088,1.8,10,,,sap,1,1.5,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus falcata
JERC,JERC_051,20150901,21,4,5089,1.5,10,,,sap,1,2.2,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus hemispherica
JERC,JERC_051,20150901,21,4,5090,1.6,10,,,sap,1,1.6,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,quercus falcata
JERC,JERC_051,20150901,21,1,5191,1.2,10,,,sms,1,2,0,1.4,1.2,4,cyl,,,jshaffer@field-ops.org,dbyerley@field-ops.org,no transcription errors
JERC,JERC_051,20150901,21,1,5190,1.4,10,,,sap,1,1.7,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5189,1.1,10,,,sap,1,1.2,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5188,1.6,10,,,sap,1,1.9,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5187,1.6,10,,,sap,1,1.7,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,no transcription errors
JERC,JERC_051,20150901,21,1,5186,1.3,10,,,sap,1,1.2,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,no transcription errors
JERC,JERC_051,20150901,21,1,5185,1.2,10,,,sap,1,1.5,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5184,1,10,,,sap,1,1.1,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5183,1.9,10,,,sap,1,1.7,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5182,1.2,10,,,sap,1,1.5,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5181,1.8,10,,,sap,1,1.6,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_051,20150901,21,1,5180,1,10,,,sap,1,1.3,0,0,0,,,,,jshaffer@field-ops.org,dbyerley@field-ops.org,
JERC,JERC_050,20150825,23,2,4661,2.6,130,,,smt,6,0.9,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4662,2.7,130,,,smt,1,1.2,1.2,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4663,2.5,130,,,smt,1,2,1.6,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4664,1,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4665,2.4,70,,,sis,1,1,1.5,1.6,0.7,5,icn,0.7,0.7,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4666,5.2,120,,,smt,1,3,1.5,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4667,3.1,130,,,smt,1,2.1,1.3,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4668,3.4,130,,,smt,1,1.3,1.7,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,4669,1.8,130,,,smt,6,1.8,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4670,6.2,130,,,smt,1,4.5,1.4,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4671,8.3,130,,,smt,1,6.5,0.6,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4672,5.8,130,,,smt,1,4.4,1.1,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4673,4,130,,,smt,7,1.6,1.2,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4674,4.1,130,,,smt,1,3.6,1.1,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4675,3.1,130,,,sis,7,1.4,1.6,2.1,1.4,5,icn,0.7,0.6,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4676,1.6,130,,,smt,6,1.5,1.5,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4677,7.2,45,,,sis,1,3,1.5,2.85,2.7,4,icn,0.9,0.8,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4678,4,130,,,smt,1,2.8,1.3,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4679,2.06,10,,,sap,1,0.5,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4680,2.6,130,,,smt,1,3,0.8,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4681,1.1,10,,,sis,1,1.5,0,1.6,0.8,5,icn,0.4,0.4,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4682,5.1,130,,,smt,1,3.1,1.2,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4683,1.3,130,,,smt,1,1.5,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,4,4684,7.4,130,,,smt,1,4.8,1.5,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4634,15,130,,,sbt,1,8.5,1.7,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4635,41,130,,,sbt,1,19.9,0.6,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4636,13.5,130,,,sbt,1,8.8,0.7,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4637,16.2,130,,,sbt,1,9,1,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4647,46.7,130,,,sbt,1,22.6,1,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4723,2.1,130,,,lia,1,0,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4724,1.8,130,,,lia,1,0,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4725,1.2,130,,,lia,1,0,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,,4726,1.8,130,,,lia,2,0,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_050,20150825,23,2,2359,1.3,130,,,smt,1,1.7,1.1,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,"vaccinium arboreum, c.g."
JERC,JERC_050,20150825,23,2,2357,2.4,10,,,sap,6,0.4,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,pipa2
JERC,JERC_050,20150825,23,4,2355,7.6,110,,,smt,1,1.6,1.5,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,vaccinium arboreum
JERC,JERC_050,20150825,23,4,2354,9.3,55,,,sis,1,3.3,1.5,3.63,3.5,4,hsp,,,jkilmer@field-ops.org,cproia@field-ops.org,vaccinium arboreum
JERC,JERC_050,20150825,23,4,2353,3.8,125,,,smt,1,2.9,0.7,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,vaccinium arboreum
JERC,JERC_050,20150825,23,4,2352,3.8,130,,,smt,6,1.8,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,quercus falcata
JERC,JERC_050,20150825,23,4,2351,3.3,130,,,smt,1,2.2,1,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,crataegus flava
JERC,JERC_050,20150825,23,4,2345,1.2,10,,,sap,1,1.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,saal5
JERC,JERC_050,20150825,23,4,2346,1.1,10,,,sap,1,1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,quercus hemispherica
JERC,JERC_057,20150903,23,2,820,1.9,130,,,smt,1,2.7,1.2,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,no transcription errors
JERC,JERC_057,20150903,23,2,821,3.2,130,,,smt,1,1.5,1.3,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,822,1.4,130,,,smt,1,1.9,1.3,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,823,1.3,10,,,sap,1,1.9,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,824,1.9,130,,,smt,1,1.9,1.3,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,825,5.8,130,,,smt,1,3.7,1.4,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,826,1.5,10,,,sap,1,1.8,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,827,6.4,130,,,smt,1,2.9,1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,828,1.4,130,,,smt,1,2.1,1.2,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,829,1.6,130,,,smt,1,2,1.1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,830,1.5,10,,,sap,2,1.9,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,835,2.4,130,,,smt,2,1.1,1.3,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,836,2.1,130,,,smt,2,2.1,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,no transcription errors
JERC,JERC_057,20150903,23,2,837,1.8,130,,,smt,1,1.5,1.1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,2,838,2,130,,,sis,2,2.4,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,734,24.3,130,,,sbt,1,8,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,735,12.4,130,,,sbt,1,5,1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,736,22.3,130,,,sbt,1,12.9,1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,738,16.4,130,,,sbt,1,7.1,1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,739,15.7,130,,,sbt,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,739a,11.5,130,,,sbt,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,923,2.6,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,924,1.1,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,925,1.2,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,926,2.6,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,927,1.7,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,928,2.1,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,922,1.8,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,929,4.4,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,931,1.5,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,932,1.8,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,933,3.5,10,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,934,1.1,130,,,lia,1,0,0,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,764,14.2,130,,,sbt,1,6,3,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
JERC,JERC_057,20150903,23,,765,39,130,,,sbt,1,11,4.1,0,0,,,,,jshaffer@field-ops.org,lwilkinson@field-ops.org,
