"plotID","pointID","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","monumentType","applicableModules","siteID"
"GRSM_052","39","tower","basePlot",35.692338,-83.500992,"WGS84","17N",273696.142,3952707.838,0.21,"GeoXH 6000",589.95,0.33,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_052","43","tower","basePlot",35.692339,-83.500553,"WGS84","17N",273735.873,3952706.9,0.21,"GeoXH 6000",601.87,0.32,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_054","57","tower","basePlot",35.691653,-83.501963,"WGS84","17N",273606.341,3952634.073,0.26,"GeoXH 6000",565.06,0.42,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_065","23","tower","basePlot",35.690716,-83.503419,"WGS84","17N",273471.925,3952533.475,0.21,"GeoXH 6000",561.58,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_055","23","tower","basePlot",35.685341,-83.502242,"WGS84","17N",273563.181,3951934.466,0.21,"Geo 7X (H-Star)",627.5,0.42,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_056","43","tower","basePlot",35.687081,-83.504714,"WGS84","17N",273344.374,3952133.238,0.21,"Geo 7X (H-Star)",629.71,0.33,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_048","43","tower","basePlot",35.685856,-83.498716,"WGS84","17N",273883.798,3951983.495,0.22,"Geo 7X (H-Star)",607.75,0.45,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_064","21","tower","basePlot",35.689641,-83.50324,"WGS84","17N",273485.078,3952413.78,0.22,"GeoXH 6000",564.31,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_064","57","tower","basePlot",35.690028,-83.503234,"WGS84","17N",273486.656,3952456.784,0.22,"GeoXH 6000",565.26,0.27,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_050","33","tower","basePlot",35.684871,-83.503784,"WGS84","17N",273422.293,3951885.857,0.22,"GeoXH 6000",674.68,0.32,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_054","39","tower","basePlot",35.691473,-83.501956,"WGS84","17N",273606.428,3952614.125,0.22,"GeoXH 6000",564.97,0.34,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_065","61","tower","basePlot",35.691083,-83.503185,"WGS84","17N",273494.132,3952573.684,0.22,"GeoXH 6000",559.03,0.41,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_056","25","tower","basePlot",35.686915,-83.504726,"WGS84","17N",273342.792,3952114.841,0.22,"Geo 7X (H-Star)",625.34,0.27,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_058","41","tower","basePlot",35.691948,-83.505433,"WGS84","17N",273293.106,3952674.862,0.23,"GeoXH 6000",551.32,0.39,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_058","43","tower","basePlot",35.691963,-83.505223,"WGS84","17N",273312.134,3952675.972,0.23,"GeoXH 6000",553.83,0.25,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_058","39","tower","basePlot",35.691949,-83.505661,"WGS84","17N",273272.455,3952675.453,0.23,"Geo 7X (H-Star)",555.49,0.28,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_059","25","tower","basePlot",35.686331,-83.506382,"WGS84","17N",273191.328,3952053.803,0.23,"GeoXH 6000",652.67,0.34,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_059","39","tower","basePlot",35.686511,-83.506836,"WGS84","17N",273150.733,3952074.9,0.23,"GeoXH 6000",652.3,0.38,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_060","25","tower","basePlot",35.685824,-83.503769,"WGS84","17N",273426.338,3951991.615,0.23,"Geo 7X (H-Star)",630.71,0.3,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_060","43","tower","basePlot",35.686028,-83.503753,"WGS84","17N",273428.393,3952014.118,0.23,"Geo 7X (H-Star)",633.04,0.3,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_060","61","tower","basePlot",35.686191,-83.503727,"WGS84","17N",273431.165,3952032.208,0.23,"Geo 7X (H-Star)",634.28,0.24,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_063","43","tower","basePlot",35.684787,-83.498692,"WGS84","17N",273882.954,3951864.852,0.23,"Geo 7X (H-Star)",629.2,0.28,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_064","39","tower","basePlot",35.689831,-83.50325,"WGS84","17N",273484.688,3952434.915,0.23,"GeoXH 6000",563.9,0.35,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_052","21","tower","basePlot",35.692156,-83.500979,"WGS84","17N",273696.775,3952687.669,0.23,"GeoXH 6000",586.54,0.4,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_052","41","tower","basePlot",35.692347,-83.500764,"WGS84","17N",273716.787,3952708.322,0.23,"GeoXH 6000",590.08,0.31,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_052","23","tower","basePlot",35.692176,-83.500792,"WGS84","17N",273713.791,3952689.399,0.23,"GeoXH 6000",598.18,0.43,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_054","59","tower","basePlot",35.691655,-83.501753,"WGS84","17N",273625.368,3952633.847,0.27,"GeoXH 6000",568.74,0.42,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_065","43","tower","basePlot",35.690909,-83.503181,"WGS84","17N",273493.997,3952554.355,0.23,"GeoXH 6000",561.39,0.34,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_058","23","tower","basePlot",35.691774,-83.505439,"WGS84","17N",273292.073,3952655.531,0.24,"Geo 7X (H-Star)",551.97,0.41,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_060","41","tower","basePlot",35.686007,-83.503986,"WGS84","17N",273407.258,3952012.389,0.24,"Geo 7X (H-Star)",639.12,0.3,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_053","43","tower","basePlot",35.685026,-83.500033,"WGS84","17N",273762.262,3951894.424,0.24,"Geo 7X (H-Star)",615.13,0.28,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_056","23","tower","basePlot",35.686916,-83.50494,"WGS84","17N",273323.468,3952115.479,0.24,"GeoXH 6000",630.97,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_047","31","tower","basePlot",35.687531,-83.506405,"WGS84","17N",273192.577,3952187.019,0.25,"GeoXH 6000",656.91,0.26,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_058","61","tower","basePlot",35.692148,-83.505217,"WGS84","17N",273313.251,3952696.488,0.25,"GeoXH 6000",541.74,0.44,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_063","39","tower","basePlot",35.684772,-83.499137,"WGS84","17N",273842.672,3951864.173,0.25,"Geo 7X (H-Star)",629.6,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_064","25","tower","basePlot",35.689648,-83.502792,"WGS84","17N",273525.57,3952413.557,0.25,"GeoXH 6000",568.08,0.45,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_049","41","tower","basePlot",35.68754,-83.497,"WGS84","17N",274043.926,3952166.295,0.25,"Geo 7X (H-Star)",643.18,0.33,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_053","57","tower","basePlot",35.685211,-83.500471,"WGS84","17N",273723.121,3951915.957,0.25,"Geo 7X (H-Star)",614.48,0.48,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_065","59","tower","basePlot",35.69109,-83.503399,"WGS84","17N",273474.753,3952574.89,0.25,"GeoXH 6000",562.38,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_057","41","tower","basePlot",35.686589,-83.502284,"WGS84","17N",273562.96,3952073.062,0.25,"GeoXH 6000",592.15,0.38,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_058","57","tower","basePlot",35.692124,-83.505637,"WGS84","17N",273275.126,3952694.803,0.26,"GeoXH 6000",557.97,0.31,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_060","23","tower","basePlot",35.685826,-83.503993,"WGS84","17N",273406.123,3951992.362,0.26,"Geo 7X (H-Star)",640,0.38,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_060","21","tower","basePlot",35.685832,-83.504192,"WGS84","17N",273388.148,3951993.381,0.26,"Geo 7X (H-Star)",648.89,0.32,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_048","39","tower","basePlot",35.685867,-83.499188,"WGS84","17N",273841.124,3951985.758,0.26,"Geo 7X (H-Star)",600.61,0.43,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_063","21","tower","basePlot",35.684592,-83.49912,"WGS84","17N",273843.69,3951844.113,0.26,"Geo 7X (H-Star)",633.33,0.31,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_063","25","tower","basePlot",35.684589,-83.498684,"WGS84","17N",273883.135,3951842.816,0.26,"Geo 7X (H-Star)",636.63,0.39,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_050","51","tower","basePlot",35.68505,-83.50378,"WGS84","17N",273423.203,3951905.759,0.26,"GeoXH 6000",672.16,0.44,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_057","57","tower","basePlot",35.686769,-83.502505,"WGS84","17N",273543.419,3952093.533,0.26,"GeoXH 6000",590.05,0.34,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_062","39","tower","basePlot",35.693332,-83.503065,"WGS84","17N",273511.372,3952822.879,0.27,"GeoXH 6000",578.26,0.42,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_053","59","tower","basePlot",35.685209,-83.500256,"WGS84","17N",273742.576,3951915.253,0.27,"Geo 7X (H-Star)",615.15,0.31,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_058","21","tower","basePlot",35.69177,-83.505657,"WGS84","17N",273272.356,3952655.606,0.28,"GeoXH 6000",562.68,0.24,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_064","61","tower","basePlot",35.690013,-83.502794,"WGS84","17N",273526.425,3952454.079,0.28,"GeoXH 6000",566.37,0.5,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_049","61","tower","basePlot",35.687716,-83.496781,"WGS84","17N",274064.186,3952185.345,0.28,"Geo 7X (H-Star)",653.44,0.34,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_049","23","tower","basePlot",35.687362,-83.497011,"WGS84","17N",274042.399,3952146.574,0.28,"Geo 7X (H-Star)",640.66,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_059","61","tower","basePlot",35.686698,-83.506377,"WGS84","17N",273192.808,3952094.556,0.29,"GeoXH 6000",656.94,0.35,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_048","21","tower","basePlot",35.685684,-83.499173,"WGS84","17N",273841.993,3951965.449,0.29,"Geo 7X (H-Star)",603.7,0.49,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_049","21","tower","basePlot",35.687367,-83.497229,"WGS84","17N",274022.637,3952147.621,0.29,"Geo 7X (H-Star)",634,0.33,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_049","25","tower","basePlot",35.687359,-83.496776,"WGS84","17N",274063.681,3952145.778,0.29,"Geo 7X (H-Star)",642.73,0.38,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_049","43","tower","basePlot",35.687537,-83.496768,"WGS84","17N",274064.851,3952165.486,0.29,"Geo 7X (H-Star)",648.61,0.32,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_066","59","tower","basePlot",35.688957,-83.502701,"WGS84","17N",273531.881,3952336.714,0.29,"GeoXH 6000",573.53,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_057","39","tower","basePlot",35.686579,-83.502517,"WGS84","17N",273541.854,3952072.438,0.29,"GeoXH 6000",592.18,0.43,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"GRSM_059","21","tower","basePlot",35.686334,-83.506829,"WGS84","17N",273150.812,3952055.236,0.3,"GeoXH 6000",647.61,0.49,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","GRSM"
"GRSM_053","25","tower","basePlot",35.684851,-83.500027,"WGS84","17N",273762.355,3951874.978,0.3,"Geo 7X (H-Star)",626.52,0.35,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","GRSM"
"HARV_040","43","tower","basePlot",42.53993,-72.175689,"WGS84","18N",731923.199,4713593.192,0.1,"GeoXH 6000",342.31,0.1,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_047","39","tower","basePlot",42.536703,-72.175949,"WGS84","18N",731913.784,4713234.204,0.11,"GeoXH 6000",364.19,0.15,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_042","21","tower","basePlot",42.534015,-72.1768,"WGS84","18N",731853.853,4712933.327,0.12,"GeoXH 6000",368.77,0.2,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_047","21","tower","basePlot",42.536524,-72.17595,"WGS84","18N",731914.365,4713214.312,0.13,"GeoXH 6000",365.86,0.13,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_042","23","tower","basePlot",42.534009,-72.176555,"WGS84","18N",731874.018,4712933.374,0.13,"GeoXH 6000",370.16,0.21,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_042","39","tower","basePlot",42.534195,-72.176798,"WGS84","18N",731853.38,4712953.265,0.13,"GeoXH 6000",368.08,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_045","21","tower","basePlot",42.541908,-72.171548,"WGS84","18N",732255.955,4713824.259,0.14,"GeoXH 6000",366.63,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_052","23","tower","basePlot",42.541976,-72.176586,"WGS84","18N",731841.942,4713817.926,0.14,"GeoXH 6000",351.85,0.24,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_045","43","tower","basePlot",42.542086,-72.171051,"WGS84","18N",732296.107,4713845.374,0.14,"GeoXH 6000",367.65,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_048","61","tower","basePlot",42.541513,-72.177804,"WGS84","18N",731743.646,4713763.245,0.14,"GeoXH 6000",360.77,0.23,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_044","43","tower","basePlot",42.535384,-72.176245,"WGS84","18N",731894.36,4713086.846,0.14,"GeoXH 6000",368.44,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_041","21","tower","basePlot",42.536633,-72.181045,"WGS84","18N",731495.544,4713212.486,0.15,"GeoXH 6000",363.6,0.2,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_041","39","tower","basePlot",42.536813,-72.181054,"WGS84","18N",731494.154,4713232.406,0.15,"GeoXH 6000",361.84,0.18,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_040","41","tower","basePlot",42.539927,-72.175934,"WGS84","18N",731903.121,4713592.213,0.15,"GeoXH 6000",342.24,0.3,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_047","57","tower","basePlot",42.53689,-72.17595,"WGS84","18N",731913.047,4713254.942,0.15,"GeoXH 6000",362.87,0.27,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_034","21","tower","basePlot",42.535513,-72.178204,"WGS84","18N",731732.983,4713095.798,0.15,"GeoXH 6000",374.04,0.18,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_044","61","tower","basePlot",42.535566,-72.176229,"WGS84","18N",731895.027,4713107.067,0.15,"GeoXH 6000",369.04,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_044","25","tower","basePlot",42.535209,-72.176241,"WGS84","18N",731895.399,4713067.398,0.15,"GeoXH 6000",368.71,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_051","21","tower","basePlot",42.53392,-72.179409,"WGS84","18N",731639.929,4712915.613,0.16,"GeoXH 6000",363.91,0.23,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_033","23","tower","basePlot",42.538122,-72.175632,"WGS84","18N",731934.615,4713392.575,0.16,"GeoXH 6000",356.61,0.19,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_041","23","tower","basePlot",42.536636,-72.180838,"WGS84","18N",731512.513,4713213.306,0.16,"GeoXH 6000",363.58,0.17,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_038","25","tower","basePlot",42.537141,-72.177616,"WGS84","18N",731775.319,4713278.284,0.16,"GeoXH 6000",368.47,0.26,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_052","39","tower","basePlot",42.542132,-72.176821,"WGS84","18N",731822.123,4713834.657,0.16,"GeoXH 6000",354.24,0.27,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_045","39","tower","basePlot",42.54209,-72.171546,"WGS84","18N",732255.471,4713844.429,0.16,"GeoXH 6000",370.3,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_036","41","tower","basePlot",42.542132,-72.17313,"WGS84","18N",732125.225,4713844.776,0.16,"GeoXH 6000",367.56,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_045","59","tower","basePlot",42.542264,-72.171276,"WGS84","18N",732276.95,4713864.517,0.16,"GeoXH 6000",375.89,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_038","61","tower","basePlot",42.537476,-72.177614,"WGS84","18N",731774.242,4713315.456,0.16,"GeoXH 6000",359.04,0.3,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_040","61","tower","basePlot",42.540107,-72.175688,"WGS84","18N",731922.645,4713612.889,0.16,"GeoXH 6000",343.53,0.2,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_033","21","tower","basePlot",42.538125,-72.175874,"WGS84","18N",731914.711,4713392.309,0.16,"GeoXH 6000",359.33,0.22,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_038","21","tower","basePlot",42.537133,-72.178135,"WGS84","18N",731732.709,4713275.948,0.16,"GeoXH 6000",366.82,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_042","41","tower","basePlot",42.53418,-72.176562,"WGS84","18N",731872.775,4712952.242,0.16,"GeoXH 6000",368.8,0.25,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_035","23","tower","basePlot",42.539807,-72.178111,"WGS84","18N",731724.784,4713572.892,0.17,"GeoXH 6000",368.43,0.25,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_048","39","tower","basePlot",42.541337,-72.178269,"WGS84","18N",731706.128,4713742.388,0.17,"GeoXH 6000",363.66,0.27,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_036","39","tower","basePlot",42.542149,-72.173359,"WGS84","18N",732106.318,4713845.985,0.17,"GeoXH 6000",365.41,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_047","41","tower","basePlot",42.536689,-72.175706,"WGS84","18N",731933.838,4713233.213,0.17,"GeoXH 6000",367.28,0.38,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_045","41","tower","basePlot",42.542085,-72.171299,"WGS84","18N",732275.713,4713844.593,0.17,"GeoXH 6000",369.78,0.3,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_046","43","tower","basePlot",42.537901,-72.180505,"WGS84","18N",731535.186,4713354.765,0.17,"GeoXH 6000",361.19,0.23,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_045","57","tower","basePlot",42.542257,-72.171526,"WGS84","18N",732256.462,4713863.041,0.17,"GeoXH 6000",378.84,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_037","59","tower","basePlot",42.537498,-72.1793,"WGS84","18N",731635.664,4713313.307,0.17,"GeoXH 6000",365.37,0.23,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_044","21","tower","basePlot",42.535237,-72.176744,"WGS84","18N",731853.938,4713069.152,0.17,"GeoXH 6000",380.33,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_046","23","tower","basePlot",42.537728,-72.180759,"WGS84","18N",731515.023,4713334.857,0.18,"GeoXH 6000",358.92,0.24,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_038","23","tower","basePlot",42.537129,-72.17788,"WGS84","18N",731753.661,4713276.171,0.18,"GeoXH 6000",363.69,0.33,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_046","25","tower","basePlot",42.537736,-72.180514,"WGS84","18N",731535.088,4713336.34,0.18,"GeoXH 6000",359.96,0.26,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_052","25","tower","basePlot",42.541967,-72.176333,"WGS84","18N",731862.798,4713817.64,0.18,"GeoXH 6000",350.14,0.34,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_033","39","tower","basePlot",42.53832,-72.175878,"WGS84","18N",731913.651,4713413.952,0.18,"GeoXH 6000",362.97,0.25,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_038","39","tower","basePlot",42.537295,-72.178098,"WGS84","18N",731735.144,4713293.989,0.18,"GeoXH 6000",372.05,0.26,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_047","43","tower","basePlot",42.536706,-72.175467,"WGS84","18N",731953.353,4713235.824,0.18,"GeoXH 6000",363.13,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_047","59","tower","basePlot",42.53688,-72.175706,"WGS84","18N",731933.139,4713254.42,0.18,"GeoXH 6000",362.02,0.28,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_035","33","tower","basePlot",42.539883,-72.177988,"WGS84","18N",731734.572,4713581.672,0.18,"GeoXH 6000",365.66,0.31,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_035","51","tower","basePlot",42.540071,-72.177973,"WGS84","18N",731735.109,4713602.677,0.18,"GeoXH 6000",365,0.27,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_037","39","tower","basePlot",42.537305,-72.17957,"WGS84","18N",731614.183,4713291.096,0.18,"GeoXH 6000",363.16,0.21,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_042","43","tower","basePlot",42.534194,-72.176314,"WGS84","18N",731893.127,4712954.52,0.18,"GeoXH 6000",372.61,0.23,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
"HARV_035","21","tower","basePlot",42.539808,-72.178351,"WGS84","18N",731705.036,4713572.421,0.19,"GeoXH 6000",364.42,0.45,"evergreenForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","HARV"
"HARV_050","21","tower","basePlot",42.536097,-72.179612,"WGS84","18N",731615.184,4713156.86,0.19,"GeoXH 6000",366,0.31,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","HARV"
