,plot,mean.height_mean,mode.el_mean,height.2_mean,max.el_mean,mode.2_mean,max.can.ht_mean,mean.max.ht_mean,mean.vai_mean,max.vai_mean,deep.gaps_mean,porosity_mean,std.std_mean,mean.std_mean,rugosity_mean,top.rugosity_mean,plot_1_mean,mean.return.ht_mean,sd.return.ht_mean,sky.fraction_mean,cover.fraction_mean,max.ht_mean,rumple_mean,clumping.index_mean,mean.height_sd,mode.el_sd,height.2_sd,max.el_sd,mode.2_sd,max.can.ht_sd,mean.max.ht_sd,mean.vai_sd,max.vai_sd,deep.gaps_sd,porosity_sd,std.std_sd,mean.std_sd,rugosity_sd,top.rugosity_sd,plot_1_sd,mean.return.ht_sd,sd.return.ht_sd,sky.fraction_sd,cover.fraction_sd,max.ht_sd,rumple_sd,clumping.index_sd
55,MLBS65,13.38057128,12.725,3.626545369,20.66666667,4.738331967,21.918,18.8882,6.136076734,8.822097343,0,0.658496894,285.2037156,11.64471754,10.93990551,2.290058659,NA,12.56289032,4.999849455,7.77953956,92.22046044,21.918,2.466666667,0.856059916,2.85886716,3.274141109,0.505175454,2.516611478,0.389072935,1.84206596,2.081335407,1.802918752,0.175295961,0,0.07059623,224.9306745,5.578297659,3.710350381,1.068104312,1,2.472122883,0.436828073,9.566397421,9.566397421,1.84206596,0.73753531,0.023073014
56,MLBS69,7.626663184,6.575,3.78079476,17,4.55121528,19.65033333,13.968,7.396536648,8.282300685,0,0.671845238,169.4618927,8.470187088,9.843599262,4.706243177,NA,6.823859995,4.429385194,1.803411043,98.19658896,19.65033333,3.6,0.910285699,0.766054165,1.10481899,0.516329304,4.358898944,0.948997742,0.595037254,0.797413286,0.13903473,0.286645293,0,0.03572356,22.50918763,0.25125055,1.081174701,0.373204447,1,1.095087417,0.365670971,1.093817999,1.093818,0.595037254,0.325,0.045874024
57,MLBS71,8.794089096,7.2925,3.559755369,15.5,4.522119698,19.3285,14.07032,6.622851721,9.041557117,0,0.630380953,175.8272759,8.898733183,9.533745708,3.26956322,NA,8.306430409,4.503806675,6.503762417,93.49623759,19.3285,2.9175,0.91186912,0.996274159,1.177332791,0.215671112,0.707106781,0.092961675,1.057124638,0.456621275,0.352788139,0.222682183,0,0.000875465,87.92918015,2.564304296,2.217966684,0.010039293,0.707106781,0.943027349,0.017015113,4.761333924,4.761333924,1.057124638,0.060104076,0.002225672
58,MLBS72,11.174181,10.18333333,5.1140485,20,5.823912592,21.39833333,15.87218333,5.874050629,8.19156868,2,0.68466811,151.8834595,8.120103576,8.478234461,5.628956484,NA,10.61014569,5.293786729,12.77324882,87.22675118,21.39833333,3.241666667,0.919665309,1.735353317,1.347296676,0.920109326,2,1.196845094,1.735185965,2.459422904,1.31902984,0.190232444,3.464101615,0.016832948,112.9030126,3.166020591,3.328166207,0.768666112,1,1.495865112,1.323397416,13.22477678,13.22477677,1.735185965,0.907377173,0.00523047
59,MLBS74,9.340875183,8.363333333,3.335531744,17,4.476612119,19.15733333,14.82124167,7.013223672,8.099108094,0,0.655891707,182.2893293,9.803463126,8.439086835,3.234648668,NA,8.510702976,4.654987809,3.08020037,96.91979963,19.15733333,2.858333333,0.91081326,0.566704474,0.364737348,0.382666327,1,0.651049844,2.477581347,1.552730168,0.298025378,0.132629492,0,0.042372644,126.1152459,3.700894149,2.957746212,0.220480266,1,0.623994787,0.594268123,1.60959416,1.609594159,2.477581347,0.397125085,0.03810353
60,MLBS75,8.705447424,7.258333333,3.493777686,17.33333333,4.482751887,20.343,16.11719167,7.400516384,8.303466923,0,0.659758297,372.7138567,12.78533073,13.98985976,3.967980887,NA,8.011600064,4.911650523,1.57824051,98.42175949,20.343,3.483333333,0.867229231,1.950888898,2.260715226,0.699009443,1.154700538,0.577897723,0.808155926,0.504778141,0.115032251,0.461515938,0,0.030340226,179.726709,2.969292308,3.388628232,0.545687775,1,1.863452265,0.378002481,0.306689664,0.306689659,0.808155926,0.573548894,0.079384886
61,MLBS76,9.814884858,8.758333333,4.134646018,17.66666667,4.995871898,19.843,14.73828333,6.679966925,8.511802735,0,0.664943609,99.75938801,6.751531673,6.453710643,3.532016033,NA,9.024557518,4.626961819,5.191396408,94.80860359,19.843,3.15,0.894250486,2.364788621,2.037819505,0.323777978,2.081665999,0.764253539,1.413782515,3.188061214,0.504241006,0.747916396,0,0.02610905,77.0911874,3.381044028,2.712430983,1.501538267,1,2.294944391,0.616164658,1.419490527,1.419490526,1.413782515,1.002808556,0.060703628
62,OSBS28,2.784081211,2.6625,4.149299956,10.5,3.919354407,10.921,2.789,0.655918855,8.74449884,27,0.936888112,0.116250822,0.096162994,0.237029514,4.142507186,NA,8.634910229,1.044312512,88.28299664,11.71700336,10.921,2.375,0.948072039,1.025168629,1.007627163,0.150553749,0.707106781,0.095901368,1.127128209,1.059953065,0.379361304,1.029978112,7.071067812,0.045739424,0.163085108,0.123837231,0.293777741,0.111584532,0.707106781,2.890055569,0.82041767,7.522686363,7.522686364,1.127128209,0.883883476,0.009215596
63,OSBS29,5.306696422,4.833333333,3.088109754,9.333333333,2.952335619,11.29366667,6.096008333,3.427130996,8.490092874,8,0.766756854,2.2246267,0.749399452,1.241987032,3.502132574,NA,5.923757523,1.947360895,40.74613609,59.25386391,11.29366667,3.041666667,0.897524266,0.411367957,0.4488411,0.354343838,1.154700538,0.363932115,1.662973341,0.513047059,0.683256601,0.364312306,1,0.031159169,1.252824805,0.168764392,0.390207175,0.496323228,1,0.840320759,0.274613005,6.68772352,6.68772352,1.662973341,0.339423531,0.007454128
64,OSBS30,7.063935665,6.708333333,4.266709794,15.66666667,4.250602223,16.066,8.443058333,2.980421896,9.001000668,11.33333333,0.826336898,12.12602097,1.672473263,2.52276709,5.087680647,NA,8.667623905,2.59644529,49.30711474,50.69288526,16.066,3.616666667,0.920085756,4.127073461,4.021375179,0.50773242,5.507570547,0.64187897,5.284001136,5.076191983,1.239743187,1.416035701,7.023769169,0.015684502,13.92420021,1.280699259,1.675279065,0.832628463,34.35597959,3.053784656,0.687210211,17.76688366,17.76688366,5.284001136,1.47507062,0.015288137
65,OSBS31,4.939612377,4.491666667,4.62764865,14,4.42075554,14.93233333,5.708015,2.448838195,10.14691112,18.66666667,0.868351648,9.315102932,1.214128039,2.722818526,5.167643642,NA,7.662692787,3.257044417,58.58175368,41.41824632,14.93233333,2.495,0.960513043,2.220973766,2.188940002,0.814549442,4.358898944,0.955938383,3.928900779,2.379218253,0.766544559,2.880369165,8.082903769,0.009867534,5.013368245,0.27119351,0.753217797,0.682022865,1,1.47404644,0.909888921,13.03775387,13.03775387,3.928900779,0.663193034,0.015642647
66,OSBS32,5.760210514,5.383333333,4.673959034,13.66666667,4.442543168,15.56633333,6.401831667,2.965061382,8.406802671,12.33333333,0.859548611,3.821511747,0.938155079,1.598302798,5.05930481,NA,7.26057544,3.390558755,51.5362766,48.4637234,15.56633333,3.203333333,0.947835566,1.104137275,0.992891401,0.131225455,1.527525232,0.210867975,1.327343337,1.421326354,0.734344072,0.522531276,4.163331999,0.024871269,3.132642961,0.432479902,0.627031557,0.634496561,1,1.418916026,0.641438916,7.77372421,7.77372421,1.327343337,0.145028733,0.014531986
67,OSBS33,7.548454755,7.191666667,4.688113503,14.66666667,4.514802677,16.58866667,8.796636111,4.02318262,8.063558445,9.666666667,0.826203704,4.408230058,1.158128867,1.738705569,5.258932596,NA,9.37103194,3.003719652,41.48932292,58.51067708,16.58866667,3.416666667,0.93015208,1.119525134,1.151719729,0.166361411,2.516611478,0.236162396,2.213664006,1.399609789,1.181901875,0.083014851,2.516611478,0.010032099,1.066684975,0.151571599,0.206958548,0.141537133,1,0.834282258,0.938909913,7.18737969,7.18737969,2.213664006,0.534633831,0.023580183
68,OSBS34,8.307260243,7.683333333,5.376008609,17.66666667,5.196831502,20.131,10.07579167,4.067355327,8.160236221,10,0.838618161,14.92266,1.951783853,3.19898367,6.115410539,NA,10.18530952,3.864762524,39.49324935,60.50675065,20.131,3.833333333,0.953454325,3.24579444,3.284654979,0.31762404,3.055050463,0.447256655,1.984950629,4.041983402,1.718571646,0.192623983,7,0.022293707,8.525897164,0.503711391,1.032390305,0.693914263,1,1.678455136,0.578810561,20.23847232,20.23847232,1.984950629,0.418578945,0.008310903
69,OSBS35,6.123279086,5.9375,6.411551614,17.5,6.244588952,17.6735,6.600675,1.799417436,10.06411828,19,0.905263158,1.738754746,0.59795703,1.171603498,6.855783054,NA,10.65603302,3.402525243,70.00739414,29.99260587,17.6735,3.8625,0.957110794,1.165636166,0.901561146,0.291589123,0.707106781,0.405700204,0.217081782,1.73934126,1.576086455,1.414621558,5.656854249,0.026051303,0.01364014,0.11400772,0.064007821,0.249162145,0.707106781,0.681911951,0.369484646,20.030273,20.030273,0.217081782,1.467246571,0.014301025
70,OSBS36,6.41651745,6.075,4.881207232,13.66666667,4.676530134,15.34033333,7.178375,2.355678286,6.109585184,16.66666667,0.885133929,3.964504864,0.804900993,1.434285852,5.426669726,NA,10.12342621,1.878258271,59.97521544,40.02478456,15.34033333,3.125,0.917089911,3.549405451,3.225290685,0.320702182,0.577350269,0.267696389,2.954066745,4.379097201,2.148656193,3.639896209,11.93035345,0.056295103,5.002624657,0.778675354,1.132633974,0.661147775,1,1.061699074,0.425470864,26.58031677,26.58031677,2.954066745,1.193995394,0.04872961
71,OSBS37,6.10502104,6.014583334,6.892582415,16.75,6.739373686,17.88,6.532185417,1.386995764,8.368436752,19.5,0.90072304,5.067861373,0.820918773,1.815165615,7.372734937,NA,11.94494348,2.423898257,76.41582896,23.58417105,17.88,3.666666667,0.942260452,1.424388589,1.479995855,0.487640057,0.5,0.603606398,1.219499624,1.561214017,0.45063486,0.265144576,6.350852961,0.040673385,4.809833412,0.555927685,1.075382622,0.44578279,1.290994449,0.778955968,0.564994209,7.613520227,7.613520227,1.219499624,0.744485903,0.009423307
72,OSBS38,5.837851891,5.491666667,4.461460305,13,4.241712514,14.14333333,6.560225,2.488762597,8.372887811,13.66666667,0.83559057,1.042367291,0.611573716,0.81100377,5.026272545,NA,8.181646012,2.325136997,54.33538512,45.66461488,14.14333333,3.175,0.899528293,1.126701923,1.032392044,0.366680431,1.732050808,0.347670718,1.497823198,1.28083156,0.897372403,0.522584958,4.163331999,0.044992562,0.156224146,0.080380772,0.097291215,0.489603716,1,0.584707302,0.60825752,11.08094435,11.08094435,1.497823198,0.313249102,0.056363659
73,OSBS39,3.027608634,2.816666667,4.049202218,11,3.770479594,12.22366667,3.424416667,1.760663929,10.6356989,24.66666667,0.911507937,0.622281042,0.296809903,0.679601916,4.584412997,NA,7.2551338,2.099689594,72.1673489,27.8326511,12.22366667,2.441666667,0.957531542,0.961890906,0.968998624,0.749354492,1,0.781569224,1.099286284,1.125215749,0.500361458,4.18185844,2.081665999,0.015525715,0.464692418,0.136197518,0.29989911,0.877319145,1,1.353435644,0.334645214,5.968259741,5.968259741,1.099286284,0.264968552,0.028144426
74,OSBS40,7.930691913,7.333333333,4.883811576,16.66666667,4.848893093,18.32466667,9.688233333,3.811388777,8.438502301,8,0.82097875,42.34024834,2.860274132,5.067008594,5.611165101,NA,9.438235359,4.073721887,38.10372008,61.89627992,18.32466667,3.441666667,0.946724109,2.341923439,2.219844214,0.539675212,1.527525232,0.43356506,2.462069319,3.451545775,1.442753509,0.376658679,7,0.06497022,35.77614219,1.737692074,3.115635162,0.866027489,1,0.930713025,1.286770489,21.07924172,21.07924172,2.462069319,0.414075275,0.032309398
75,OSBS41,5.060095174,4.925,6.058655829,15.66666667,5.858515,16.37066667,5.254016667,0.873085225,6.802739688,24.66666667,0.936746945,1.339081176,0.368263664,0.833891516,6.317183323,NA,11.45687426,2.472930424,84.59236885,15.40763116,16.37066667,3.35,0.96747079,3.232355199,3.145532546,2.398385885,4.509249753,2.329461417,5.554699302,3.533747595,0.771893108,4.383741717,7.023769169,0.022049252,1.962590531,0.404037583,0.773877002,2.742503071,1,3.804726518,1.016310132,8.904662375,8.904662372,5.554699302,0.597390157,0.011671847
76,OSBS42,8.065598658,7.675,5.221506808,15.66666667,5.152582255,18.19833333,9.522033333,2.915064396,8.812684692,11,0.810863966,10.14286215,1.610219086,2.594040855,6.20491929,NA,10.78738676,2.737686908,48.99685378,51.00314622,18.19833333,2.875,0.895690995,1.727643578,1.582916612,0.474167693,1.527525232,0.418068971,1.331267942,2.438588186,1.513268484,1.189372257,4.358898944,0.072694881,7.032558165,0.669575283,0.884975688,0.542472864,1,0.470277637,0.413512516,18.32560232,18.32560232,1.331267942,0.288314065,0.061969838
77,OSBS43,4.288498679,3.966666667,4.274247377,11.33333333,4.012335552,12.26766667,4.742333333,2.262160755,9.010267497,18.66666667,0.869444444,1.584970295,0.563653821,1.091795949,4.741059029,NA,7.381134995,2.233310642,62.73852369,37.26147631,12.26766667,3.083333333,0.945720062,0.885069795,0.893145192,0.342741161,0.577350269,0.421153331,1.353024144,1.008870148,0.352219094,0.914437204,3.214550254,0.01202813,0.842413087,0.168464175,0.290670303,0.550125168,1,0.867459481,0.208801322,6.689630529,6.689630529,1.353024144,0.2081666,0.011572448
78,OSBS44,8.087126983,7.525,5.348954976,15.66666667,5.15285429,17.07366667,9.277658333,3.661766951,10.26187549,9.333333333,0.838002645,6.4857298,1.05906523,2.117399887,5.842056756,NA,9.706447781,3.44624163,42.49219352,57.50780648,17.07366667,3.008333333,0.945380227,2.484290094,2.423710998,1.506421578,3.214550254,1.465205274,3.24857143,2.922418153,1.376312667,1.710823916,4.932882862,0.068467233,5.254318785,0.155792403,1.138780603,1.376293724,1,3.056001503,0.819225647,16.82066547,16.82066547,3.24857143,0.146486632,0.027604194
79,OSBSC.,5.638468233,5.366666667,5.719730895,16,5.463947636,17.026,6.246291667,2.312599338,8.756882572,19.33333333,0.895493421,3.604804831,0.777123301,1.730881171,6.462576536,NA,10.3137443,3.035720342,60.55247329,39.44752671,17.026,2.833333333,0.950503161,2.228639384,2.347117026,0.800887264,2,0.991105111,2.101294125,2.016556981,0.574355745,0.735318825,5.507570547,0.019635623,0.118572227,0.084249679,0.017431467,0.649610819,3,2.119593285,0.639773769,10.16752564,10.16752564,2.101294125,0.072168784,0.013479462
80,OSBSD1,7.914576864,7.4625,5.204016214,14.5,5.024016244,16.862,9.3999,3.61632468,10.44668219,9.75,0.819684168,24.17729872,2.120513093,3.966905971,6.085824527,NA,10.19411863,3.125014236,41.50268507,58.49731494,16.862,3.3625,0.916787918,1.062807547,1.149909417,0.30973442,1.290994449,0.348589123,1.000033999,1.169218356,0.198543043,3.559445176,3.095695937,0.027499393,19.29334939,0.821722675,2.141014976,0.536157309,1.290994449,0.687005504,0.369062259,6.071728214,6.071728214,1.000033999,0.489259645,0.018704283
81,OSBSD4,5.397017218,5.0125,5.017777181,13.75,4.776837151,15.12775,6.32819375,2.395935947,9.213934821,17.25,0.849291597,6.246237016,1.161662685,2.124435274,5.754923584,NA,8.737578341,2.952285273,59.85744063,40.14255937,15.12775,2.7375,0.946803975,2.125864236,2.169917433,1.320427075,3.304037934,1.341772129,2.27778509,2.153948909,0.788091704,2.014962263,4.787135539,0.051536257,3.356471172,0.508690033,0.502629655,1.148017949,1.290994449,2.735795112,0.886581165,13.08029479,13.08029479,2.27778509,0.329456623,0.008482854
82,OSBSD5,6.286905737,5.9625,5.730586376,15.25,5.458172475,17.28,7.09450625,2.455097916,8.341010198,17.5,0.882791193,6.354386709,0.994535963,1.92099663,6.511379288,NA,10.78071715,2.833172937,59.88648571,40.11351429,17.28,3.4375,0.936720156,2.146065517,2.057759704,0.784360044,2.62995564,0.712896185,2.905734216,2.592132477,1.050446962,0.230344553,7.141428429,0.046851339,8.027570729,0.754188191,1.290197403,1.088665172,1.290994449,1.159922744,0.677966799,16.26618845,16.26618845,2.905734216,0.739509973,0.032963621
83,OSBSD8,7.584472319,7.145833333,5.219797034,14.25,5.114876381,15.2705,8.5975375,3.185879652,8.364702779,12.5,0.827199681,41.63257868,1.901823747,4.148813227,5.806207338,NA,10.41238267,2.465823569,48.59412856,51.40587144,15.2705,3.2875,0.876894794,2.587648416,2.372688934,1.085358621,1.707825128,0.953612549,2.697551297,3.21787051,1.363044708,0.54422688,7,0.062663915,75.05289691,2.163572887,4.801695284,1.171029709,1.290994449,2.409080396,0.612302509,19.42065259,19.42065259,2.697551297,0.301039864,0.080603823
84,OSBSE.,5.723813755,5.441666667,5.344453364,14.33333333,5.103065786,16.588,6.610008333,2.467806064,8.194320317,19.33333333,0.880416667,4.334570598,0.870463331,1.8031175,6.273050997,NA,9.762646905,2.542988949,61.64746298,38.35253702,16.588,2.691666667,0.947098554,3.212973767,3.189566324,1.038324233,3.511884584,1.099837205,2.345002559,3.351536598,0.669381321,0.225100973,7.505553499,0.035180585,2.880574059,0.31479194,0.623981762,0.8037381,3,2.305454874,0.145480498,12.85354244,12.85354244,2.345002559,0.269644828,0.032348757
85,OSBSW.,4.323082648,4.066666667,5.070221291,13,4.7484043,14.20066667,4.55635,1.384839869,8.264709846,22,0.914351852,0.452527555,0.276676305,0.611687503,5.393325177,NA,9.156030762,2.767677325,74.42767478,25.57232522,14.20066667,2.3,0.971463515,1.278555017,1.18752193,0.889449259,2.645751311,0.858551052,3.106135273,1.37906569,0.702526264,0.171153579,4.358898944,0.014638344,0.012029455,0.043092314,0.029450259,0.933099296,3,1.552538625,1.065863858,11.62178303,11.62178303,3.106135273,0.175,0.012297399
86,RICEC1,10.83741082,9.741666665,5.993012629,22,6.155207052,35.542,16.74788334,7.274244855,9.180270782,0,0.833460816,338.8217045,10.64013952,14.93480684,7.709834046,NA,9.896381122,6.755291026,2.542519424,97.45748058,35.542,5.366666667,0.928524058,2.813401186,3.594459469,0.97601797,0,0.869812923,13.65847459,1.56070252,0.167931057,1.299080369,0,0.070017994,82.06035551,1.574375836,1.625638646,0.357684624,0.707106781,2.650714444,0.68115035,0.527940479,0.527940482,13.65847459,1.555634919,0.014199903
87,RICEC3,6.13287501,4.866666667,3.978701249,22,4.208985098,28.793,13.8716,7.994707053,8.051391863,0,0.788888889,403.5739144,10.4134489,17.17946438,8.253465837,NA,5.530354714,5.101114278,0.00740631,99.99259369,28.793,7.133333333,0.847977393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,RICEC4,12.11277166,10.2,7.883974268,29,9.321659366,31.982,18.9113,7.659570043,8.656716418,0,0.792929293,1377.549817,22.61707918,29.42817605,9.349572851,NA,11.8068027,9.11971001,0.568181818,99.43181818,31.982,4.833333333,0.926768183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,RICEC5,5.596143352,4.733333333,4.559572736,28,5.656461399,28.786,11.63526667,7.974158823,8.044444444,0,0.795555556,325.2366534,7.100279805,16.57777669,7.995277701,NA,4.756124601,4.499870581,0.026616982,99.97338302,28.786,6.266666667,0.720648656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,RICET2,9.487779881,9,8.411117737,29,9.316651759,29.888,13.94013333,5.163544569,8.095427435,5,0.819354839,202.518792,7.930318757,11.81646463,9.710857904,NA,8.980629912,6.553716974,26.02558712,73.97441288,29.888,5.2,0.964058051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,RICET3,9.807000604,8.433333333,6.850693415,28,7.688447322,29.989,17.0224,6.892522695,8.102003643,0,0.770967742,886.7934324,17.26817157,24.26115585,8.455081657,NA,8.197337439,7.329256069,2.848799943,97.15120006,29.989,6.366666667,0.932085862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,RICET4,13.2755758,10.16666667,6.015988281,22,6.346039885,32.687,25.85983333,7.30928677,8.015180266,0,0.706862745,2062.402954,34.22446022,29.85111853,8.631805945,NA,12.29126481,8.349372654,2.221469692,97.77853031,32.687,6.233333333,0.946679817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,RICET5,5.84198025,4.566666667,3.06521864,15,2.603629945,31.433,16.2004,7.481446267,8.044444444,0,0.832291667,575.3857589,12.72884634,20.33131156,9.922432125,NA,4.999256096,4.336155947,1.591027647,98.40897235,31.433,7.633333333,0.777625945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,SCBI46,12.11523107,10.45,5.653762243,26,6.64118679,27.8755,19.0848375,7.026034794,9.210171293,0,0.727589286,554.9222988,16.6394866,15.75500376,6.410095334,NA,10.73983364,6.401266216,3.789510776,96.21048922,27.8755,5.575,0.945412566,0.372388262,1.308147545,1.308681372,4.242640687,1.404644457,1.707662877,0.568920438,1.048858263,0.977883496,0,0.017551401,353.760527,5.794918843,5.10668168,1.298871478,0.707106781,0.461572833,0.22935395,4.478749228,4.478749228,1.707662877,0.636396103,0.02249809
95,SCBI47,10.90788401,8.8875,5.944324921,25,7.611805826,31.8285,21.293875,6.805717037,8.124631544,0,0.769071691,1831.177981,31.32559421,27.59995589,7.889405584,NA,9.793961835,7.832861856,3.52063439,96.47936561,31.8285,5.9625,0.877774023,1.085442391,0.159099026,0.599371053,1.414213562,1.115884907,1.368251622,0.170589511,0.422727035,0.06704994,0,0.029181153,1058.003813,12.12708282,5.402683692,0.826158982,0.707106781,1.54892123,0.806300445,0.916240715,0.916240711,1.368251622,0.335875721,0.083401891
96,SCBI49,10.87966947,9.275,5.683059606,24.66666667,6.111184152,28.82433333,20.08025833,6.906947511,8.193026539,0,0.758022886,443.3687044,14.47646506,15.18736342,6.361636089,NA,10.01598905,6.664049884,4.927356999,95.072643,28.82433333,5.083333333,0.94553688,0.901790784,0.711951543,0.515104792,0.577350269,0.668827247,1.83195151,2.385494186,0.25615965,0.066957666,0,0.012766574,52.1980933,1.572493235,1.498081917,1.602181311,1,1.010418831,0.592900494,3.662418087,3.662418088,1.83195151,0.856713682,0.025489505
97,SCBI55,8.868458356,7.1125,4.751984532,24,4.737365952,29.9645,16.37395,6.917477106,8.033162002,1.5,0.755250784,211.0990628,9.744479263,10.568571,7.489308003,NA,8.73690424,5.533349116,7.144603691,92.85539631,29.9645,4.8125,0.929451613,0.275098328,0.088388348,1.723470281,9.899494937,1.660301983,2.607102702,2.87951559,0.86945462,0.014756935,2.121320344,0.079355557,47.90945887,2.948654789,0.452130758,1.546604638,0.707106781,0.524976872,1.022787449,8.502103415,8.502103416,2.607102702,0.053033009,0.016358555
98,SCBI63,12.20229144,9.975,6.361080709,31,7.935639546,34.613,23.3197,6.700922461,8.408888889,0,0.746527778,2385.083107,33.86237728,35.19122778,6.660174739,NA,11.3616071,8.235827015,5.184534271,94.81546573,34.613,4.625,0.915213784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,SCBI66,11.08915947,9.758333333,5.069400431,23,6.209170671,28.05233333,19.115675,6.714409524,8.163854681,0,0.726759259,955.0571035,18.2517831,21.08669212,5.916170946,NA,10.26325459,6.214982037,6.068382547,93.93161745,28.05233333,4.691666667,0.946474784,1.296771584,1.746663486,0.143323929,3,1.180407504,1.529291448,1.831575712,0.701881427,0.163306704,0,0.04750758,955.2155883,9.633597352,13.15732498,0.368694914,1,1.853205308,0.443997191,4.577384859,4.577384859,1.529291448,1.60084613,0.006268756
100,SERC43,4.34305175,3.525,1.571330853,9.333333333,1.647870345,29.95833333,9.6843,7.610139404,8.183720517,0.333333333,0.815515248,294.9108244,5.180408856,13.22779992,7.272973203,NA,3.840119192,2.671096983,2.524002973,97.47599703,29.95833333,6.183333333,0.583303628,0.643021905,0.696867993,0.686046985,4.041451884,0.62467791,7.892782104,1.086330609,0.330632387,0.092198526,0.577350269,0.066606967,385.164197,3.677935058,11.23040696,3.081492575,1,0.640721095,0.814426102,3.589320016,3.589320019,7.892782104,2.492028959,0.157260785
101,SERC47,8.884728997,7.516666667,5.863661355,28.33333333,6.64914947,35.64333333,18.909575,7.526431854,8.373130887,0,0.79735826,1201.816778,20.0127214,27.82155029,9.584199687,NA,8.333433014,7.188478604,1.012485577,98.98751442,35.64333333,7.216666667,0.899170807,1.931182853,2.18078732,1.394916236,4.618802154,1.432468846,1.856627139,3.06627412,0.106428079,0.514883348,0,0.02446814,389.713222,2.541476071,5.868947837,0.965990631,1,2.219458123,1.308562434,0.305200178,0.305200179,1.856627139,1.502567248,0.049546714
102,SERC48,6.959282166,5.735,4.047126324,25.33333333,5.302097813,33.865,17.18339,7.219275248,8.234807256,0,0.800159933,1514.336487,21.17463981,28.24155936,9.175502195,NA,6.138346057,5.630394768,2.921893903,97.0781061,33.865,6.82,0.844745968,1.998466856,1.59919511,1.340391141,9.609023537,2.152063119,1.925969107,4.063300569,0.267200207,0.260397716,0,0.026005615,1590.828022,14.3545541,14.01873526,0.554479893,1,1.869467512,2.004414347,1.798195815,1.798195813,1.925969107,0.477833653,0.053344465
103,SERC49,9.273699659,8.05,6.402483617,33,7.301703854,32.9275,16.677425,7.083514236,8.028103354,0,0.808455883,1332.371914,16.35530035,32.44700472,8.153662236,NA,7.631678552,5.795847129,4.221717705,95.7782823,32.9275,5.475,0.851971226,4.671950573,4.985102807,2.971520753,0,3.326257906,0.354260497,5.82221117,0.555136283,0.013123654,0,0.029636093,298.8102619,4.251718962,2.461459565,1.450284656,0.707106781,4.183019096,3.357335005,4.136865041,4.136865043,0.354260497,1.025304833,0.106449604
104,SERC52,4.456191934,3.85,1.554036116,11.5,2.198852499,30.4065,10.699975,7.847178509,8.027677222,0,0.818219697,40.72057879,3.628117478,5.216462911,6.670172967,NA,3.850501459,2.279305234,0.253865901,99.7461341,30.4065,6.9375,0.659270446,0.535249049,0.247487373,0.599626583,6.363961031,0.907659287,1.843427379,0.118086832,0.065092244,0.015120889,0,0.012802918,6.922958116,0.204878468,0.806063856,0.509440086,0.707106781,0.633945756,0.069329877,0.103425839,0.103425836,1.843427379,1.431891232,0.012018355
105,SERC53,7.902871408,5.95,5.208722922,25,5.291266389,34.703,19.624675,7.686875356,10.58585859,0,0.775694444,1654.561755,23.60251153,33.12828405,10.84165187,NA,7.10164635,6.767852823,0.626998558,99.37300144,34.703,8.125,0.891461118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,SERC54,8.664352829,7.391666667,5.484057819,27,6.009357226,35.45566667,18.04039167,7.709050098,8.253498216,0,0.773031874,601.0252231,13.36618745,19.21067892,8.84283665,NA,7.973626537,6.198320633,0.617292656,99.38270735,35.45566667,6.408333333,0.901613177,2.16548448,2.194500703,1.440216464,11.78982612,1.955249627,5.455103146,2.689841651,0.058293661,0.177745787,0,0.022751988,447.7122304,3.741394075,8.122935291,0.426083795,1,1.869250677,0.944244144,0.235133801,0.235133802,5.455103146,0.839022248,0.040276341
107,SERC55,5.317978183,4.391666667,2.251788498,14.33333333,2.747594206,20.52833333,10.49840833,7.707783541,8.441233884,0,0.666791667,46.43654609,4.24917281,4.742217662,4.438535472,NA,4.668072386,2.957887287,0.734610244,99.26538976,20.52833333,3.758333333,0.762559576,0.599520714,0.581126779,1.465555187,7.094598885,1.664564995,5.362727322,1.835107224,0.109549482,0.687663131,0,0.105686471,32.85045555,1.724878762,2.421459379,1.687272735,1,0.502956182,1.197149072,0.65081782,0.650817817,5.362727322,0.842738591,0.076235299
